content_id,account_id,case_id,normalized_text,content_hash,language,category,semantic_family,severity_score,safe_placeholder
CT-001542,A-0138,C-009,[generic discussion],H-3535194,es,Evasion / Account Network,EVASION_FAM_X3-default,0.635,Yes
CT-001543,A-0128,C-009,[generic discussion],H-6004343,en,Evasion / Account Network,EVASION_FAM_X3-P01,0.643,Yes
CT-001544,A-0134,C-009,[generic discussion],H-7576070,fr,Evasion / Account Network,EVASION_FAM_X3-P06,0.565,Yes
CT-001545,A-0127,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.578,Yes
CT-001546,A-0114,C-009,[non-sensitive coordination],H-9389197,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.577,Yes
CT-001547,A-0123,C-009,[coordination instruction placeholder],H-7863818,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.772,Yes
CT-001548,A-0135,C-009,[coordination instruction placeholder],H-7863818,ar,Evasion / Account Network,EVASION_FAM_X3-P08,0.832,Yes
CT-001549,A-0123,C-009,[coordination instruction placeholder],H-7863818,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.609,Yes
CT-001550,A-0126,C-009,[symbol-substituted phrase],H-7857967,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.585,Yes
CT-001551,A-0137,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.769,Yes
CT-001552,A-0127,C-009,[coded phrase family C],H-2688866,de,Evasion / Account Network,EVASION_FAM_X3,0.822,Yes
CT-001553,A-0130,C-009,[generic discussion],H-3535194,en,Evasion / Account Network,EVASION_FAM_X3-default,0.644,Yes
CT-001554,A-0112,C-009,[amplification request placeholder],H-1177423,ar,Evasion / Account Network,EVASION_FAM_X3-P08,0.887,Yes
CT-001555,A-0138,C-009,[neutral platform activity],H-8413927,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.632,Yes
CT-001556,A-0126,C-009,[coordination instruction placeholder],H-7863818,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.832,Yes
CT-001557,A-0116,C-009,[coordination instruction placeholder],H-7863818,ar,Evasion / Account Network,EVASION_FAM_X3-P08,0.838,Yes
CT-001558,A-0130,C-009,[multilingual coded variant],H-0362584,en,Evasion / Account Network,EVASION_FAM_X3-OBF,0.771,Yes
CT-001559,A-0129,C-009,[neutral platform activity],H-0014346,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.6,Yes
CT-001560,A-0127,C-009,[generic discussion],H-7576070,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.824,Yes
CT-001561,A-0114,C-009,[repeated target reference],H-3940757,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.715,Yes
CT-001562,A-0126,C-009,[symbol-substituted phrase],H-7857967,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.785,Yes
CT-001563,A-0118,C-009,[target-specific grievance reference],H-9757226,ar,Evasion / Account Network,EVASION_FAM_X3-P03,0.837,Yes
CT-001564,A-0130,C-009,[non-sensitive coordination],H-0150340,en,Evasion / Account Network,EVASION_FAM_X3-default,0.549,Yes
CT-001565,A-0136,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.555,Yes
CT-001566,A-0138,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.875,Yes
CT-001567,A-0121,C-009,[generic discussion],H-6004343,ar,Evasion / Account Network,EVASION_FAM_X3-P01,0.601,Yes
CT-001568,A-0136,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.764,Yes
CT-001569,A-0116,C-009,[neutral platform activity],H-8413927,ar,Evasion / Account Network,EVASION_FAM_X3-P01,0.866,Yes
CT-001570,A-0124,C-009,[generic discussion],H-6004343,fr,Evasion / Account Network,EVASION_FAM_X3-P01,0.808,Yes
CT-001571,A-0119,C-009,[continued focus on same fictional target],H-2326939,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.659,Yes
CT-001572,A-0128,C-009,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.65,Yes
CT-001573,A-0124,C-009,[multilingual coded variant],H-0362584,fr,Evasion / Account Network,EVASION_FAM_X3-OBF,0.589,Yes
CT-001574,A-0113,C-009,[generic discussion],H-7576070,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.553,Yes
CT-001575,A-0134,C-009,[amplification request placeholder],H-1177423,fr,Evasion / Account Network,EVASION_FAM_X3-P08,0.741,Yes
CT-001576,A-0117,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.669,Yes
CT-001577,A-0129,C-009,[non-sensitive coordination],H-0150340,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.834,Yes
CT-001578,A-0133,C-009,[non-sensitive coordination],H-9389197,fr,Evasion / Account Network,EVASION_FAM_X3-P01,0.552,Yes
CT-001579,A-0134,C-009,[research handoff placeholder],H-9835021,fr,Evasion / Account Network,EVASION_FAM_X3-P08,0.628,Yes
CT-001580,A-0118,C-009,[multilingual coded variant],H-0362584,ar,Evasion / Account Network,EVASION_FAM_X3-OBF,0.561,Yes
CT-001581,A-0120,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.614,Yes
CT-001582,A-0115,C-009,[generic discussion],H-3535194,es,Evasion / Account Network,EVASION_FAM_X3-default,0.614,Yes
CT-001583,A-0119,C-009,[non-sensitive coordination],H-9039076,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.67,Yes
CT-001584,A-0134,C-009,[multilingual coded variant],H-0362584,fr,Evasion / Account Network,EVASION_FAM_X3-OBF,0.708,Yes
CT-001585,A-0137,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.569,Yes
CT-001586,A-0124,C-009,[target-specific grievance reference],H-9757226,fr,Evasion / Account Network,EVASION_FAM_X3-P03,0.573,Yes
CT-001587,A-0115,C-009,[symbol-substituted phrase],H-7857967,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.792,Yes
CT-001588,A-0135,C-009,[non-sensitive coordination],H-9039076,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.846,Yes
CT-001589,A-0134,C-009,[template family B with minor variation],H-7681805,fr,Evasion / Account Network,EVASION_FAM_X3,0.887,Yes
CT-001590,A-0126,C-009,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.834,Yes
CT-001591,A-0133,C-009,[obfuscated phrase variant],H-9513918,fr,Evasion / Account Network,EVASION_FAM_X3-OBF,0.612,Yes
CT-001592,A-0136,C-009,[amplification request placeholder],H-1177423,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.884,Yes
CT-001593,A-0122,C-009,[template family B with minor variation],H-7681805,es,Evasion / Account Network,EVASION_FAM_X3,0.878,Yes
CT-001594,A-0133,C-009,[template family B with minor variation],H-7681805,fr,Evasion / Account Network,EVASION_FAM_X3,0.567,Yes
CT-001595,A-0128,C-009,[template family B with minor variation],H-7681805,en,Evasion / Account Network,EVASION_FAM_X3,0.546,Yes
CT-001596,A-0122,C-009,[non-sensitive coordination],H-9389197,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.558,Yes
CT-001597,A-0125,C-009,[amplification request placeholder],H-1177423,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.551,Yes
CT-001598,A-0135,C-009,[obfuscated phrase variant],H-9513918,ar,Evasion / Account Network,EVASION_FAM_X3-OBF,0.728,Yes
CT-001599,A-0125,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.698,Yes
CT-001600,A-0129,C-009,[target-specific grievance reference],H-9757226,ar,Evasion / Account Network,EVASION_FAM_X3-P03,0.556,Yes
CT-001601,A-0112,C-009,[neutral platform activity],H-8413927,ar,Evasion / Account Network,EVASION_FAM_X3-P01,0.632,Yes
CT-001602,A-0124,C-009,[symbol-substituted phrase],H-7857967,fr,Evasion / Account Network,EVASION_FAM_X3-OBF,0.64,Yes
CT-001603,A-0125,C-009,[generic discussion],H-3535194,de,Evasion / Account Network,EVASION_FAM_X3-default,0.895,Yes
CT-001604,A-0119,C-009,[repeated target reference],H-3940757,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.555,Yes
CT-001605,A-0117,C-009,[generic discussion],H-7576070,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.621,Yes
CT-001606,A-0125,C-009,[amplification request placeholder],H-1177423,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.882,Yes
CT-001607,A-0137,C-009,[target-specific grievance reference],H-9757226,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.895,Yes
CT-001608,A-0136,C-009,[non-sensitive coordination],H-9389197,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.745,Yes
CT-001609,A-0120,C-009,[template family B with minor variation],H-7681805,es,Evasion / Account Network,EVASION_FAM_X3,0.579,Yes
CT-001610,A-0115,C-009,[research handoff placeholder],H-9835021,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.689,Yes
CT-001611,A-0113,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.872,Yes
CT-001612,A-0115,C-009,[neutral platform activity],H-0014346,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.808,Yes
CT-001613,A-0122,C-009,[template family A],H-8456337,es,Evasion / Account Network,EVASION_FAM_X3,0.789,Yes
CT-001614,A-0120,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.606,Yes
CT-001615,A-0132,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.716,Yes
CT-001616,A-0137,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.816,Yes
CT-001617,A-0114,C-009,[template family B with minor variation],H-7681805,de,Evasion / Account Network,EVASION_FAM_X3,0.864,Yes
CT-001618,A-0133,C-009,[generic discussion],H-3535194,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.835,Yes
CT-001619,A-0117,C-009,[continued focus on same fictional target],H-2326939,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.754,Yes
CT-001620,A-0135,C-009,[neutral platform activity],H-0014346,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.829,Yes
CT-001621,A-0125,C-009,[continued focus on same fictional target],H-2326939,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.6,Yes
CT-001622,A-0113,C-009,[repeated target reference],H-3940757,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.589,Yes
CT-001623,A-0122,C-009,[coordination instruction placeholder],H-7863818,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.804,Yes
CT-001624,A-0115,C-009,[multilingual coded variant],H-0362584,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.76,Yes
CT-001625,A-0134,C-009,[amplification request placeholder],H-1177423,fr,Evasion / Account Network,EVASION_FAM_X3-P08,0.82,Yes
CT-001626,A-0128,C-009,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.594,Yes
CT-001627,A-0119,C-009,[multilingual coded variant],H-0362584,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.61,Yes
CT-001628,A-0136,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.717,Yes
CT-001629,A-0138,C-009,[neutral platform activity],H-0014346,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.546,Yes
CT-001630,A-0115,C-009,[generic discussion],H-7576070,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.75,Yes
CT-001631,A-0112,C-009,[generic discussion],H-6004343,ar,Evasion / Account Network,EVASION_FAM_X3-P01,0.658,Yes
CT-001632,A-0117,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.785,Yes
CT-001633,A-0131,C-009,[neutral platform activity],H-1125610,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.714,Yes
CT-001634,A-0136,C-009,[obfuscated phrase variant],H-9513918,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.694,Yes
CT-001635,A-0132,C-009,[neutral platform activity],H-0014346,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.787,Yes
CT-001636,A-0133,C-009,[multilingual coded variant],H-0362584,fr,Evasion / Account Network,EVASION_FAM_X3-OBF,0.678,Yes
CT-001637,A-0127,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.806,Yes
CT-001638,A-0119,C-009,[neutral platform activity],H-8413927,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.848,Yes
CT-001639,A-0126,C-009,[non-sensitive coordination],H-9389197,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.605,Yes
CT-001640,A-0128,C-009,[generic discussion],H-3535194,en,Evasion / Account Network,EVASION_FAM_X3-default,0.863,Yes
CT-001641,A-0113,C-009,[neutral platform activity],H-8413927,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.646,Yes
CT-001642,A-0114,C-009,[template family A],H-8456337,de,Evasion / Account Network,EVASION_FAM_X3,0.579,Yes
CT-001643,A-0132,C-009,[target-specific grievance reference],H-9757226,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.669,Yes
CT-001644,A-0114,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.599,Yes
CT-001645,A-0125,C-009,[generic discussion],H-7576070,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.731,Yes
CT-001646,A-0115,C-009,[amplification request placeholder],H-1177423,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.723,Yes
CT-001647,A-0129,C-009,[repeated target reference],H-3940757,ar,Evasion / Account Network,EVASION_FAM_X3-P03,0.7,Yes
CT-001648,A-0132,C-009,[neutral platform activity],H-0014346,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.561,Yes
CT-001649,A-0129,C-009,[coordination instruction placeholder],H-7863818,ar,Evasion / Account Network,EVASION_FAM_X3-P08,0.702,Yes
CT-001650,A-0123,C-009,[template family B with minor variation],H-7681805,de,Evasion / Account Network,EVASION_FAM_X3,0.671,Yes
CT-001651,A-0128,C-009,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.669,Yes
CT-001652,A-0128,C-009,[multilingual coded variant],H-0362584,en,Evasion / Account Network,EVASION_FAM_X3-OBF,0.868,Yes
CT-001653,A-0125,C-009,[symbol-substituted phrase],H-7857967,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.66,Yes
CT-001654,A-0136,C-009,[repeated target reference],H-3940757,es,Evasion / Account Network,EVASION_FAM_X3-P03,0.591,Yes
CT-001655,A-0121,C-009,[neutral platform activity],H-0014346,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.675,Yes
CT-001656,A-0120,C-009,[generic discussion],H-3535194,es,Evasion / Account Network,EVASION_FAM_X3-default,0.823,Yes
CT-001657,A-0117,C-009,[obfuscated phrase variant],H-9513918,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.735,Yes
CT-001658,A-0112,C-009,[non-sensitive coordination],H-0150340,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.779,Yes
CT-001659,A-0118,C-009,[generic discussion],H-3535194,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.779,Yes
CT-001660,A-0135,C-009,[neutral platform activity],H-1125610,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.623,Yes
CT-001661,A-0132,C-009,[multilingual coded variant],H-0362584,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.816,Yes
CT-001662,A-0135,C-009,[neutral platform activity],H-8413927,ar,Evasion / Account Network,EVASION_FAM_X3-P01,0.867,Yes
CT-001663,A-0138,C-009,[neutral platform activity],H-0014346,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.865,Yes
CT-001664,A-0126,C-009,[repeated target reference],H-3940757,es,Evasion / Account Network,EVASION_FAM_X3-P03,0.627,Yes
CT-001665,A-0136,C-009,[non-sensitive coordination],H-9039076,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.731,Yes
CT-001666,A-0138,C-009,[obfuscated phrase variant],H-9513918,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.697,Yes
CT-001667,A-0124,C-009,[generic discussion],H-3535194,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.587,Yes
CT-001668,A-0116,C-009,[neutral platform activity],H-1125610,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.875,Yes
CT-001669,A-0129,C-009,[generic discussion],H-3535194,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.798,Yes
CT-001670,A-0124,C-009,[neutral platform activity],H-1125610,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.656,Yes
CT-001671,A-0116,C-009,[generic discussion],H-7576070,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.701,Yes
CT-001672,A-0132,C-009,[obfuscated phrase variant],H-9513918,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.652,Yes
CT-001673,A-0125,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.651,Yes
CT-001674,A-0131,C-009,[research handoff placeholder],H-9835021,fr,Evasion / Account Network,EVASION_FAM_X3-P08,0.677,Yes
CT-001675,A-0117,C-009,[neutral platform activity],H-0014346,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.894,Yes
CT-001676,A-0137,C-009,[template family A],H-8456337,de,Evasion / Account Network,EVASION_FAM_X3,0.82,Yes
CT-001677,A-0131,C-009,[non-sensitive coordination],H-0150340,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.586,Yes
CT-001678,A-0116,C-009,[non-sensitive coordination],H-9389197,ar,Evasion / Account Network,EVASION_FAM_X3-P01,0.549,Yes
CT-001679,A-0131,C-009,[coordination instruction placeholder],H-7863818,fr,Evasion / Account Network,EVASION_FAM_X3-P08,0.796,Yes
CT-001680,A-0113,C-009,[symbol-substituted phrase],H-7857967,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.675,Yes
CT-001681,A-0120,C-009,[amplification request placeholder],H-1177423,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.637,Yes
CT-001682,A-0137,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.713,Yes
CT-001683,A-0136,C-009,[non-sensitive coordination],H-9039076,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.657,Yes
CT-001684,A-0136,C-009,[non-sensitive coordination],H-9389197,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.552,Yes
CT-001685,A-0119,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.636,Yes
CT-001686,A-0123,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.601,Yes
CT-001687,A-0126,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.664,Yes
CT-001688,A-0120,C-009,[template family A],H-8456337,es,Evasion / Account Network,EVASION_FAM_X3,0.87,Yes
CT-001689,A-0120,C-009,[non-sensitive coordination],H-0150340,es,Evasion / Account Network,EVASION_FAM_X3-default,0.592,Yes
CT-001690,A-0113,C-009,[template family A],H-8456337,de,Evasion / Account Network,EVASION_FAM_X3,0.541,Yes
CT-001691,A-0130,C-009,[amplification request placeholder],H-1177423,en,Evasion / Account Network,EVASION_FAM_X3-P08,0.779,Yes
CT-001692,A-0113,C-009,[generic discussion],H-7576070,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.632,Yes
CT-001693,A-0131,C-009,[repeated target reference],H-3940757,fr,Evasion / Account Network,EVASION_FAM_X3-P03,0.781,Yes
CT-001694,A-0134,C-009,[research handoff placeholder],H-9835021,fr,Evasion / Account Network,EVASION_FAM_X3-P08,0.552,Yes
CT-001695,A-0127,C-009,[generic discussion],H-3535194,de,Evasion / Account Network,EVASION_FAM_X3-default,0.769,Yes
CT-001696,A-0131,C-009,[symbol-substituted phrase],H-7857967,fr,Evasion / Account Network,EVASION_FAM_X3-OBF,0.564,Yes
CT-001697,A-0125,C-009,[neutral platform activity],H-0014346,de,Evasion / Account Network,EVASION_FAM_X3-P06,0.798,Yes
CT-001698,A-0122,C-009,[continued focus on same fictional target],H-2326939,es,Evasion / Account Network,EVASION_FAM_X3-P03,0.703,Yes
CT-001699,A-0134,C-009,[non-sensitive coordination],H-0150340,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.596,Yes
CT-001700,A-0113,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.633,Yes
CT-001701,A-0119,C-009,[template family A],H-8456337,de,Evasion / Account Network,EVASION_FAM_X3,0.542,Yes
CT-001702,A-0127,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.587,Yes
CT-001703,A-0116,C-009,[amplification request placeholder],H-1177423,ar,Evasion / Account Network,EVASION_FAM_X3-P08,0.732,Yes
CT-001704,A-0134,C-009,[coded phrase family C],H-2688866,fr,Evasion / Account Network,EVASION_FAM_X3,0.867,Yes
CT-001705,A-0112,C-009,[symbol-substituted phrase],H-7857967,ar,Evasion / Account Network,EVASION_FAM_X3-OBF,0.807,Yes
CT-001706,A-0113,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.617,Yes
CT-001707,A-0124,C-009,[non-sensitive coordination],H-0150340,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.805,Yes
CT-001708,A-0127,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.583,Yes
CT-001709,A-0138,C-009,[non-sensitive coordination],H-9389197,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.667,Yes
CT-001710,A-0129,C-009,[generic discussion],H-7576070,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.664,Yes
CT-001711,A-0123,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.63,Yes
CT-001712,A-0138,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.806,Yes
CT-001713,A-0120,C-009,[research handoff placeholder],H-9835021,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.648,Yes
CT-001714,A-0114,C-009,[generic discussion],H-3535194,de,Evasion / Account Network,EVASION_FAM_X3-default,0.761,Yes
CT-001715,A-0133,C-009,[neutral platform activity],H-1125610,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.646,Yes
CT-001716,A-0117,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.646,Yes
CT-001717,A-0131,C-009,[non-sensitive coordination],H-9039076,fr,Evasion / Account Network,EVASION_FAM_X3-P06,0.642,Yes
CT-001718,A-0124,C-009,[generic discussion],H-3535194,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.669,Yes
CT-001719,A-0133,C-009,[non-sensitive coordination],H-9389197,fr,Evasion / Account Network,EVASION_FAM_X3-P01,0.697,Yes
CT-001720,A-0133,C-009,[target-specific grievance reference],H-9757226,fr,Evasion / Account Network,EVASION_FAM_X3-P03,0.788,Yes
CT-001721,A-0130,C-009,[research handoff placeholder],H-9835021,en,Evasion / Account Network,EVASION_FAM_X3-P08,0.754,Yes
CT-001722,A-0132,C-009,[template family B with minor variation],H-7681805,de,Evasion / Account Network,EVASION_FAM_X3,0.873,Yes
CT-001723,A-0136,C-009,[generic discussion],H-3535194,es,Evasion / Account Network,EVASION_FAM_X3-default,0.759,Yes
CT-001724,A-0122,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.672,Yes
CT-001725,A-0112,C-009,[neutral platform activity],H-1125610,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.583,Yes
CT-001726,A-0116,C-009,[obfuscated phrase variant],H-9513918,ar,Evasion / Account Network,EVASION_FAM_X3-OBF,0.784,Yes
CT-001727,A-0113,C-009,[research handoff placeholder],H-9835021,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.577,Yes
CT-001728,A-0125,C-009,[template family B with minor variation],H-7681805,de,Evasion / Account Network,EVASION_FAM_X3,0.575,Yes
CT-001729,A-0123,C-009,[template family B with minor variation],H-7681805,de,Evasion / Account Network,EVASION_FAM_X3,0.864,Yes
CT-001730,A-0119,C-009,[obfuscated phrase variant],H-9513918,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.64,Yes
CT-001731,A-0113,C-009,[generic discussion],H-3535194,de,Evasion / Account Network,EVASION_FAM_X3-default,0.818,Yes
CT-001732,A-0126,C-009,[coordination instruction placeholder],H-7863818,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.867,Yes
CT-001733,A-0132,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.617,Yes
CT-001734,A-0138,C-009,[neutral platform activity],H-8413927,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.756,Yes
CT-001735,A-0135,C-009,[coordination instruction placeholder],H-7863818,ar,Evasion / Account Network,EVASION_FAM_X3-P08,0.596,Yes
CT-001736,A-0137,C-009,[amplification request placeholder],H-1177423,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.619,Yes
CT-001737,A-0120,C-009,[template family B with minor variation],H-7681805,es,Evasion / Account Network,EVASION_FAM_X3,0.791,Yes
CT-001738,A-0124,C-009,[template family B with minor variation],H-7681805,fr,Evasion / Account Network,EVASION_FAM_X3,0.883,Yes
CT-001739,A-0115,C-009,[coded phrase family C],H-2688866,es,Evasion / Account Network,EVASION_FAM_X3,0.876,Yes
CT-001740,A-0122,C-009,[research handoff placeholder],H-9835021,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.756,Yes
CT-001741,A-0127,C-009,[research handoff placeholder],H-9835021,de,Evasion / Account Network,EVASION_FAM_X3-P08,0.806,Yes
CT-001742,A-0117,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.654,Yes
CT-001743,A-0121,C-009,[generic discussion],H-3535194,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.838,Yes
CT-001744,A-0120,C-009,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.575,Yes
CT-001745,A-0126,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.695,Yes
CT-001746,A-0115,C-009,[repeated target reference],H-3940757,es,Evasion / Account Network,EVASION_FAM_X3-P03,0.69,Yes
CT-001747,A-0136,C-009,[generic discussion],H-3535194,es,Evasion / Account Network,EVASION_FAM_X3-default,0.755,Yes
CT-001748,A-0135,C-009,[template family A],H-8456337,ar,Evasion / Account Network,EVASION_FAM_X3,0.61,Yes
CT-001749,A-0137,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.672,Yes
CT-001750,A-0137,C-009,[template family B with minor variation],H-7681805,de,Evasion / Account Network,EVASION_FAM_X3,0.836,Yes
CT-001751,A-0128,C-009,[coordination instruction placeholder],H-7863818,en,Evasion / Account Network,EVASION_FAM_X3-P08,0.671,Yes
CT-001752,A-0117,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.781,Yes
CT-001753,A-0120,C-009,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.703,Yes
CT-001754,A-0121,C-009,[neutral platform activity],H-0014346,ar,Evasion / Account Network,EVASION_FAM_X3-P06,0.818,Yes
